# key	medias[0].media.originalUrl	medias[0].media.thumbnailUrl	medias[0].captionTitle.localizations[0].market	medias[0].captionTitle.localizations[0].lang	medias[0].captionTitle.localizations[0].value	medias[0].captionTitle.localizations[1].market	medias[0].captionTitle.localizations[1].lang	medias[0].captionTitle.localizations[1].value
TECHNIQUE_102513	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148316.jpg		GS_FR	fr	Séparer les rosettes de chou-fleur
TECHNIQUE_102509	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148303.jpg		GS_BE	fr	Battre les œufs
TECHNIQUE_102512	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148308.jpg		GS_BE	fr	Ciseler les oignons
TECHNIQUE_102516	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148448.jpg		GS_BE	fr	Couper la mangue en dés
TECHNIQUE_102524	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148470.jpg		GS_BE	fr	Couper les carottes en tronçons
TECHNIQUE_102525	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148471.jpg		GS_BE	fr	Couper les courgettes en dés
TECHNIQUE_102527	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148467.jpg		GS_BE	fr	Couper les oignons en morceaux
TECHNIQUE_102531	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219971.jpg		GS_BE	fr	Séparer les rosettes de chou-fleur
TECHNIQUE_102534	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148476.jpg		GS_BE	fr	Émincer le céleri branche
TECHNIQUE_102537	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148480.jpg		GS_BE	fr	Émincer les blettes
TECHNIQUE_102538	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148481.jpg		GS_BE	fr	Émincer les carottes
TECHNIQUE_102545	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148487.jpg		GS_BE	fr	Hacher l'ail
TECHNIQUE_102548	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148490.jpg		GS_BE	fr	Hacher les tomates
TECHNIQUE_102551	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148494.jpg		GS_BE	fr	Mixer contenu marron
TECHNIQUE_102552	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148495.jpg		GS_BE	fr	Mixer contenu rouge
TECHNIQUE_102553	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148496.jpg		GS_BE	fr	Monter les blancs en neige
TECHNIQUE_102559	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148502.jpg		GS_BE	fr	Tailler les aubergines en cubes
TECHNIQUE_102560	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/148503.jpg		GS_BE	fr	Tailler les oranges en tranches
TECHNIQUE_103108	http://cookeo.prod.apipro.groupe-seb.com/videos/219768_2.mp4	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219768.jpg	GS_BE	fr	Décortiquer des crevettes
TECHNIQUE_103109	http://cookeo.prod.apipro.groupe-seb.com/videos/219775.mp4	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219775.jpg	GS_BE	fr	Découpe d'une orange et prélèvement du zeste
TECHNIQUE_103110	http://cookeo.prod.apipro.groupe-seb.com/videos/219778.mp4	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219778.jpg	GS_BE	fr	Découper des rosettes de chou-fleur
TECHNIQUE_103111	http://cookeo.prod.apipro.groupe-seb.com/videos/219964.mp4	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219964.jpg	GS_BE	fr	Epépiner un poivron
TECHNIQUE_103112	http://cookeo.prod.apipro.groupe-seb.com/videos/219965.mp4	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219965.jpg	GS_BE	fr	Monder et épépiner une tomate
TECHNIQUE_103113	http://cookeo.prod.apipro.groupe-seb.com/videos/219967.mp4	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219967.jpg	GS_BE	fr	Peler le céleri rave et découper le en petits dés
TECHNIQUE_103114	http://cookeo.prod.apipro.groupe-seb.com/thumbs/original/219970.jpg		GS_BE	fr	Emincer les poireaux
