# key	medias[0].media.originalUrl	medias[0].media.thumbnailUrl	medias[0].captionTitle.localizations[0].market	medias[0].captionTitle.localizations[0].lang	medias[0].captionTitle.localizations[0].value	medias[0].captionTitle.localizations[1].market	medias[0].captionTitle.localizations[1].lang	medias[0].captionTitle.localizations[1].value
TECHNIQUE_102453	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/147431.jpg		GS_NL	nl	Gehakte knoflook			
TECHNIQUE_102455	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/147435.jpg		GS_NL	nl	Blokjes vlees (rund)			
TECHNIQUE_102466	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/147457.jpg		GS_NL	nl	Blokjes mango			
TECHNIQUE_102493	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/147514.jpg		GS_NL	nl	Paprika in reepjes gesneden			
TECHNIQUE_102496	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/147519.jpg		GS_NL	nl	Varkensvlees in reepjes gesneden			
TECHNIQUE_102727	http://monactifry.prod.apipro.groupe-seb.com/videos/8205.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8205.jpg	GS_BE	fr	Oignon haché			
TECHNIQUE_102728	http://monactifry.prod.apipro.groupe-seb.com/videos/8206.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8206.jpg	GS_BE	fr	Préparation d'un ail			
TECHNIQUE_102729	http://monactifry.prod.apipro.groupe-seb.com/videos/8249.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8249.jpg	GS_BE	fr	Réaliser une marinade			
TECHNIQUE_102730	http://monactifry.prod.apipro.groupe-seb.com/videos/8237.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8237.jpg	GS_BE	fr	Ajouter cuillère d'huile			
TECHNIQUE_102732	http://monactifry.prod.apipro.groupe-seb.com/videos/8208.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8208.jpg	GS_BE	fr	Epépiner un poivron			
TECHNIQUE_102734	http://monactifry.prod.apipro.groupe-seb.com/videos/8207.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8207.jpg	GS_BE	fr	Monder et épépinez une tomate			
TECHNIQUE_102739	http://monactifry.prod.apipro.groupe-seb.com/videos/8211.mp4	http://monactifry.prod.apipro.groupe-seb.com/thumbs/original/8211.jpg	GS_BE	fr	Equeuter et couper en 2 haricot vert			
